id,user_id,date_time,expense_type,additional_comments,is_active,updated,amount
307077,10,2025-09-08 05:09:25,Uber/Rapido,Monthly rent transfer,True,2025-09-12 05:09:25,1151.54
925644,3,2025-03-29 13:31:08,Flat,Flat maintenance charges,True,2025-03-29 13:31:08,1979.68
412208,3,2025-10-30 20:38:35,Cafeteria,Cab to office,True,2025-11-02 20:38:35,1830.6
835340,2,2025-06-30 01:13:15,Others,Online subscription renewal,True,2025-07-04 01:13:15,513.22
380654,6,2025-03-11 10:22:52,Uber/Rapido,Grocery shopping,True,2025-03-15 10:22:52,3894.31
585811,4,2025-05-14 05:51:47,Flat,Recharge and utilities,True,2025-05-18 05:51:47,410.45
411840,7,2025-03-30 20:33:13,Flat,Gift purchase,True,2025-04-02 20:33:13,1666.66
658899,10,2025-08-14 21:17:56,Uber/Rapido,Grocery shopping,True,2025-08-15 21:17:56,2938.84
328967,10,2025-08-17 16:16:27,Self,Grocery shopping,True,2025-08-22 16:16:27,617.51
161921,3,2025-09-08 00:25:52,Self,Gift purchase,True,2025-09-10 00:25:52,2797.76
516222,3,2025-03-24 20:17:33,Uber/Rapido,Weekend movie,True,2025-03-26 20:17:33,4053.75
830808,8,2025-07-16 09:58:13,Self,Monthly rent transfer,True,2025-07-21 09:58:13,1381.33
761560,5,2025-06-03 23:42:24,Cafeteria,Snacks with friends,True,2025-06-05 23:42:24,1919.22
122930,10,2025-05-19 07:20:00,Uber/Rapido,Online subscription renewal,True,2025-05-21 07:20:00,2856.29
954750,4,2025-02-10 18:32:08,Cafeteria,Monthly rent transfer,True,2025-02-10 18:32:08,199.68
717913,3,2025-09-20 23:49:26,Others,Paid for lunch,True,2025-09-25 23:49:26,2463.99
857889,2,2025-07-01 11:50:51,Uber/Rapido,Snacks with friends,True,2025-07-02 11:50:51,3500.64
178730,3,2025-01-06 14:07:18,Uber/Rapido,Fuel refill,True,2025-01-11 14:07:18,380.99
487886,9,2025-01-06 09:32:16,Cafeteria,Gift purchase,True,2025-01-08 09:32:16,2594.63
386297,4,2025-06-13 20:49:44,Self,Monthly rent transfer,True,2025-06-15 20:49:44,1914.26
479171,8,2025-03-06 11:11:47,Uber/Rapido,Gift purchase,True,2025-03-08 11:11:47,542.3
170126,6,2025-08-02 23:34:13,Self,Gift purchase,True,2025-08-03 23:34:13,3634.09
130719,1,2025-08-06 00:38:13,Flat,Snacks with friends,True,2025-08-10 00:38:13,3987.2
235588,5,2025-05-21 11:20:40,Others,Fuel refill,True,2025-05-21 11:20:40,3396.54
959268,3,2025-09-28 23:31:05,Self,Snacks with friends,True,2025-10-02 23:31:05,2323.5
496058,9,2025-01-30 09:34:14,Flat,Snacks with friends,True,2025-02-03 09:34:14,3030.97
650326,2,2025-02-15 10:58:55,Others,Monthly rent transfer,True,2025-02-17 10:58:55,3149.98
753338,4,2025-01-29 16:08:26,Flat,Online subscription renewal,True,2025-02-03 16:08:26,3959.32
962969,10,2025-08-27 07:11:47,Self,Recharge and utilities,True,2025-08-31 07:11:47,849.99
580644,4,2025-07-27 18:26:32,Flat,Monthly rent transfer,True,2025-08-01 18:26:32,1232.87
617822,8,2025-06-12 18:42:29,Flat,Paid for lunch,True,2025-06-15 18:42:29,1532.91
412180,3,2025-04-24 07:20:45,Flat,Flat maintenance charges,True,2025-04-27 07:20:45,3820.52
878942,3,2025-09-15 21:02:16,Flat,Grocery shopping,True,2025-09-20 21:02:16,4211.61
532578,4,2025-04-13 14:32:44,Others,Recharge and utilities,True,2025-04-17 14:32:44,3147.5
624176,6,2025-02-13 04:57:35,Cafeteria,Online subscription renewal,True,2025-02-17 04:57:35,575.45
585698,2,2025-04-05 13:01:46,Cafeteria,Cab to office,True,2025-04-08 13:01:46,4688.08
650169,8,2025-05-21 14:57:35,Others,Recharge and utilities,True,2025-05-24 14:57:35,3922.48
570161,7,2025-03-14 07:21:15,Cafeteria,Flat maintenance charges,True,2025-03-19 07:21:15,4782.2
850198,2,2025-07-16 22:02:21,Others,Monthly rent transfer,True,2025-07-16 22:02:21,3788.95
270874,9,2025-05-08 15:58:41,Self,Paid for lunch,True,2025-05-13 15:58:41,3104.02
481116,1,2025-07-12 07:28:55,Flat,Weekend movie,True,2025-07-15 07:28:55,3100.18
978250,3,2025-03-09 18:10:38,Others,Gift purchase,True,2025-03-09 18:10:38,803.29
848471,1,2025-09-20 23:29:42,Uber/Rapido,Gift purchase,True,2025-09-24 23:29:42,1982.65
267333,6,2025-10-11 00:17:15,Cafeteria,Online subscription renewal,True,2025-10-13 00:17:15,1050.8
162412,9,2025-01-13 07:45:58,Cafeteria,Paid for lunch,True,2025-01-16 07:45:58,3563.18
720730,8,2025-07-16 13:29:21,Others,Fuel refill,True,2025-07-17 13:29:21,3271.77
262788,9,2025-03-04 03:03:00,Cafeteria,Weekend movie,True,2025-03-06 03:03:00,1092.64
728481,2,2025-06-04 03:15:44,Flat,Grocery shopping,True,2025-06-08 03:15:44,4118.97
119362,4,2025-07-21 10:13:13,Self,Grocery shopping,True,2025-07-23 10:13:13,1364.31
170227,9,2025-05-31 13:59:16,Others,Monthly rent transfer,True,2025-06-04 13:59:16,1431.03
179325,10,2025-10-17 09:55:28,Others,Gift purchase,True,2025-10-17 09:55:28,257.55
459773,7,2025-08-30 01:34:01,Cafeteria,Snacks with friends,True,2025-09-04 01:34:01,566.81
117971,2,2025-03-25 20:59:43,Uber/Rapido,Cab to office,True,2025-03-28 20:59:43,354.0
107637,3,2025-10-03 11:30:22,Uber/Rapido,Snacks with friends,True,2025-10-03 11:30:22,1767.68
792450,6,2025-08-09 04:26:34,Cafeteria,Paid for lunch,True,2025-08-12 04:26:34,1570.55
146808,2,2025-09-22 01:44:47,Uber/Rapido,Snacks with friends,True,2025-09-23 01:44:47,588.06
222549,10,2025-05-06 03:02:11,Others,Monthly rent transfer,True,2025-05-10 03:02:11,144.97
212476,2,2025-02-11 23:15:56,Others,Grocery shopping,True,2025-02-11 23:15:56,2673.56
569388,9,2025-04-09 04:03:16,Uber/Rapido,Fuel refill,True,2025-04-12 04:03:16,1318.65
264739,9,2025-01-13 08:52:38,Uber/Rapido,Paid for lunch,True,2025-01-16 08:52:38,2199.23
605468,8,2025-05-13 11:47:11,Flat,Gift purchase,True,2025-05-17 11:47:11,1199.08
390786,6,2025-03-30 00:18:13,Flat,Monthly rent transfer,True,2025-04-04 00:18:13,4846.56
376962,4,2025-09-10 23:18:47,Cafeteria,Flat maintenance charges,True,2025-09-14 23:18:47,1348.44
798885,5,2025-03-07 19:28:30,Uber/Rapido,Paid for lunch,True,2025-03-10 19:28:30,1613.1
807629,7,2025-10-08 09:39:42,Flat,Gift purchase,True,2025-10-12 09:39:42,1010.09
221389,6,2025-09-23 22:59:10,Uber/Rapido,Flat maintenance charges,True,2025-09-25 22:59:10,480.54
537369,5,2025-09-17 07:28:45,Self,Monthly rent transfer,True,2025-09-22 07:28:45,2963.85
672881,4,2025-02-04 13:56:35,Others,Snacks with friends,True,2025-02-04 13:56:35,4609.03
133001,6,2025-05-25 03:51:11,Self,Online subscription renewal,True,2025-05-26 03:51:11,2989.51
748310,10,2025-04-26 00:23:46,Flat,Paid for lunch,True,2025-04-27 00:23:46,100.04
384530,9,2025-08-13 18:18:48,Self,Grocery shopping,True,2025-08-13 18:18:48,2082.5
834102,9,2025-07-15 16:32:29,Others,Weekend movie,True,2025-07-17 16:32:29,895.82
722668,3,2025-04-01 23:59:54,Others,Paid for lunch,True,2025-04-05 23:59:54,4312.26
911095,4,2025-10-26 17:40:05,Self,Recharge and utilities,True,2025-10-30 17:40:05,2768.99
991889,8,2025-01-04 18:10:56,Cafeteria,Gift purchase,True,2025-01-04 18:10:56,1614.92
925293,1,2025-02-05 21:39:07,Cafeteria,Snacks with friends,True,2025-02-06 21:39:07,3557.61
393051,10,2025-02-07 18:56:05,Uber/Rapido,Cab to office,True,2025-02-12 18:56:05,1704.63
969786,1,2025-08-08 04:36:22,Self,Paid for lunch,True,2025-08-11 04:36:22,912.56
692028,8,2025-04-26 19:16:32,Flat,Recharge and utilities,True,2025-04-30 19:16:32,1782.12
852123,4,2025-03-24 15:18:29,Others,Flat maintenance charges,True,2025-03-27 15:18:29,2915.18
640457,2,2025-08-21 23:26:19,Self,Paid for lunch,True,2025-08-22 23:26:19,3454.76
236145,3,2025-09-01 07:10:20,Flat,Gift purchase,True,2025-09-02 07:10:20,4081.09
221127,8,2025-10-30 04:05:02,Others,Weekend movie,True,2025-11-02 04:05:02,2297.29
885583,10,2025-03-21 12:07:57,Cafeteria,Recharge and utilities,True,2025-03-26 12:07:57,117.09
338513,7,2025-10-03 14:12:12,Flat,Grocery shopping,True,2025-10-08 14:12:12,4650.31
879142,5,2025-08-25 23:41:25,Flat,Online subscription renewal,True,2025-08-27 23:41:25,1570.82
166167,7,2025-05-13 20:50:44,Cafeteria,Grocery shopping,True,2025-05-15 20:50:44,849.17
191949,10,2025-01-19 17:53:00,Others,Online subscription renewal,True,2025-01-19 17:53:00,2223.31
585949,6,2025-02-13 15:54:28,Self,Weekend movie,True,2025-02-17 15:54:28,4884.87
138326,2,2025-03-05 05:06:23,Cafeteria,Gift purchase,True,2025-03-07 05:06:23,453.95
325638,2,2025-05-02 10:50:46,Flat,Flat maintenance charges,True,2025-05-05 10:50:46,3200.09
106451,4,2025-04-24 22:51:45,Self,Grocery shopping,True,2025-04-29 22:51:45,3653.96
597377,10,2025-09-21 00:12:56,Flat,Recharge and utilities,True,2025-09-22 00:12:56,3747.26
908381,4,2025-07-23 23:32:04,Others,Flat maintenance charges,True,2025-07-24 23:32:04,1751.73
640161,8,2025-04-29 06:57:00,Uber/Rapido,Cab to office,True,2025-05-02 06:57:00,4917.97
757394,2,2025-07-19 08:39:33,Flat,Fuel refill,True,2025-07-24 08:39:33,1175.23
984204,5,2025-09-16 22:14:57,Flat,Gift purchase,True,2025-09-18 22:14:57,170.95
573551,10,2025-01-14 11:47:13,Self,Monthly rent transfer,True,2025-01-17 11:47:13,1885.86
361015,9,2025-03-12 13:07:59,Self,Gift purchase,True,2025-03-15 13:07:59,119.59
226102,7,2025-03-26 14:35:11,Uber/Rapido,Fuel refill,True,2025-03-28 14:35:11,3790.83
355061,1,2025-03-06 23:30:58,Flat,Weekend movie,True,2025-03-08 23:30:58,3161.49
857725,9,2025-07-04 06:13:05,Self,Online subscription renewal,True,2025-07-07 06:13:05,2437.11
440699,2,2025-04-10 17:23:59,Others,Online subscription renewal,True,2025-04-13 17:23:59,2427.41
932415,1,2025-08-23 15:33:56,Self,Snacks with friends,True,2025-08-23 15:33:56,3514.26
465602,4,2025-08-23 18:22:05,Flat,Recharge and utilities,True,2025-08-25 18:22:05,3857.81
720422,9,2025-07-04 14:11:20,Self,Snacks with friends,True,2025-07-05 14:11:20,2824.15
646906,6,2025-05-15 18:19:03,Flat,Monthly rent transfer,True,2025-05-16 18:19:03,3687.07
306643,6,2025-04-02 06:45:19,Uber/Rapido,Grocery shopping,True,2025-04-07 06:45:19,4954.23
399299,4,2025-03-28 04:25:44,Uber/Rapido,Fuel refill,True,2025-03-28 04:25:44,223.85
389233,10,2025-03-29 22:11:38,Self,Monthly rent transfer,True,2025-03-30 22:11:38,4033.16
580432,9,2025-04-07 09:59:49,Others,Online subscription renewal,True,2025-04-08 09:59:49,1829.46
749911,2,2025-02-17 20:48:33,Cafeteria,Grocery shopping,True,2025-02-20 20:48:33,3996.61
830691,5,2025-04-12 18:04:17,Uber/Rapido,Paid for lunch,True,2025-04-17 18:04:17,809.3
529507,7,2025-05-16 11:32:25,Cafeteria,Online subscription renewal,True,2025-05-20 11:32:25,3370.77
116654,3,2025-08-16 14:09:37,Cafeteria,Recharge and utilities,True,2025-08-19 14:09:37,672.58
458649,6,2025-07-20 22:55:35,Self,Gift purchase,True,2025-07-20 22:55:35,3820.49
787213,6,2025-03-26 06:36:52,Self,Flat maintenance charges,True,2025-03-31 06:36:52,3503.66
925656,8,2025-04-04 08:58:10,Self,Grocery shopping,True,2025-04-04 08:58:10,4406.18
174758,2,2025-07-17 21:17:13,Cafeteria,Cab to office,True,2025-07-22 21:17:13,1742.59
304829,1,2025-07-07 13:12:48,Others,Monthly rent transfer,True,2025-07-10 13:12:48,456.76
799765,2,2025-09-16 23:31:57,Self,Flat maintenance charges,True,2025-09-20 23:31:57,4612.19
838784,10,2025-07-07 00:39:46,Flat,Monthly rent transfer,True,2025-07-09 00:39:46,4127.63
826078,2,2025-07-29 02:19:35,Flat,Paid for lunch,True,2025-08-02 02:19:35,1200.55
543711,5,2025-07-20 10:54:07,Others,Gift purchase,True,2025-07-25 10:54:07,1098.84
472110,9,2025-05-29 07:52:50,Cafeteria,Grocery shopping,True,2025-05-29 07:52:50,2058.34
159942,7,2025-10-27 20:33:34,Flat,Weekend movie,True,2025-10-30 20:33:34,2137.84
339981,10,2025-06-19 19:35:04,Others,Snacks with friends,True,2025-06-22 19:35:04,70.55
330624,7,2025-03-01 06:28:40,Uber/Rapido,Weekend movie,True,2025-03-04 06:28:40,3731.68
696924,6,2025-10-01 09:10:26,Uber/Rapido,Monthly rent transfer,True,2025-10-04 09:10:26,2471.13
445334,8,2025-02-15 13:59:02,Others,Grocery shopping,True,2025-02-19 13:59:02,3140.98
215519,5,2025-05-26 23:56:27,Uber/Rapido,Cab to office,True,2025-05-28 23:56:27,4018.06
956200,10,2025-06-23 01:35:50,Others,Online subscription renewal,True,2025-06-28 01:35:50,2997.77
329409,1,2025-07-07 00:10:03,Others,Paid for lunch,True,2025-07-07 00:10:03,1467.09
535649,1,2025-08-26 08:45:39,Flat,Monthly rent transfer,True,2025-08-26 08:45:39,1014.26
292156,6,2025-10-06 13:48:22,Others,Paid for lunch,True,2025-10-06 13:48:22,3494.92
113305,10,2025-05-30 01:22:15,Cafeteria,Recharge and utilities,True,2025-06-02 01:22:15,4568.45
124837,4,2025-01-14 10:50:33,Others,Recharge and utilities,True,2025-01-17 10:50:33,823.59
221927,6,2025-01-21 14:05:43,Others,Weekend movie,True,2025-01-22 14:05:43,1643.5
233711,10,2025-07-25 18:03:54,Self,Snacks with friends,True,2025-07-26 18:03:54,2862.8
300114,7,2025-08-12 03:05:17,Others,Recharge and utilities,True,2025-08-12 03:05:17,713.3
953050,8,2025-04-09 16:01:21,Self,Flat maintenance charges,True,2025-04-14 16:01:21,3669.23
697337,3,2025-03-10 03:36:56,Uber/Rapido,Cab to office,True,2025-03-14 03:36:56,4355.33
202568,5,2025-03-27 15:47:22,Flat,Gift purchase,True,2025-03-29 15:47:22,594.43
789583,4,2025-01-27 10:35:26,Flat,Grocery shopping,True,2025-01-30 10:35:26,169.58
725924,8,2025-09-11 13:59:22,Others,Monthly rent transfer,True,2025-09-13 13:59:22,1263.33
846741,7,2025-07-29 11:03:15,Uber/Rapido,Fuel refill,True,2025-08-02 11:03:15,2323.83
913094,5,2025-08-15 04:20:39,Flat,Weekend movie,True,2025-08-17 04:20:39,1402.78
700951,8,2025-01-09 04:45:29,Others,Paid for lunch,True,2025-01-09 04:45:29,4249.72
274578,1,2025-03-31 04:11:17,Others,Recharge and utilities,True,2025-04-05 04:11:17,952.29
221093,2,2025-10-13 16:40:53,Flat,Flat maintenance charges,True,2025-10-13 16:40:53,4213.43
103418,9,2025-10-08 03:31:32,Uber/Rapido,Flat maintenance charges,True,2025-10-13 03:31:32,4952.66
602033,8,2025-10-19 19:30:36,Cafeteria,Fuel refill,True,2025-10-22 19:30:36,4644.15
824780,5,2025-09-26 03:59:38,Uber/Rapido,Flat maintenance charges,True,2025-09-28 03:59:38,4454.5
598114,7,2025-08-07 02:53:21,Others,Snacks with friends,True,2025-08-07 02:53:21,1974.73
999790,10,2025-07-28 13:57:06,Cafeteria,Snacks with friends,True,2025-07-28 13:57:06,2596.12
259758,5,2025-04-22 08:09:06,Others,Paid for lunch,True,2025-04-27 08:09:06,3347.67
191058,4,2025-07-21 05:46:24,Others,Grocery shopping,True,2025-07-25 05:46:24,495.5
402030,2,2025-06-12 13:24:56,Cafeteria,Grocery shopping,True,2025-06-12 13:24:56,2919.35
919319,9,2025-07-21 15:44:05,Uber/Rapido,Gift purchase,True,2025-07-26 15:44:05,177.24
164273,5,2025-09-21 18:39:07,Self,Paid for lunch,True,2025-09-26 18:39:07,363.46
686771,4,2025-10-18 23:08:36,Uber/Rapido,Grocery shopping,True,2025-10-21 23:08:36,1481.17
384409,6,2025-01-30 04:42:23,Flat,Monthly rent transfer,True,2025-02-03 04:42:23,1229.94
191593,6,2025-10-27 20:26:39,Others,Recharge and utilities,True,2025-11-01 20:26:39,3242.03
360945,2,2025-07-26 20:51:12,Cafeteria,Gift purchase,True,2025-07-27 20:51:12,4736.5
114955,9,2025-02-09 05:26:10,Flat,Paid for lunch,True,2025-02-09 05:26:10,3972.38
408841,3,2025-02-10 23:09:10,Uber/Rapido,Flat maintenance charges,True,2025-02-13 23:09:10,130.49
989011,9,2025-04-27 13:50:57,Self,Monthly rent transfer,True,2025-05-02 13:50:57,3433.19
795918,7,2025-06-27 09:08:04,Others,Weekend movie,True,2025-07-02 09:08:04,3001.76
947595,6,2025-09-22 06:37:03,Others,Monthly rent transfer,True,2025-09-27 06:37:03,1419.04
918195,8,2025-07-23 03:19:20,Self,Paid for lunch,True,2025-07-28 03:19:20,773.49
403109,1,2025-03-26 23:53:37,Uber/Rapido,Flat maintenance charges,True,2025-03-27 23:53:37,4695.12
581799,5,2025-04-12 00:48:53,Flat,Online subscription renewal,True,2025-04-12 00:48:53,3815.56
501500,6,2025-04-22 22:43:42,Cafeteria,Snacks with friends,True,2025-04-26 22:43:42,4479.11
539245,7,2025-02-04 03:07:59,Flat,Cab to office,True,2025-02-08 03:07:59,4462.05
517822,5,2025-06-26 15:43:35,Uber/Rapido,Gift purchase,True,2025-07-01 15:43:35,131.07
371183,3,2025-05-17 00:16:36,Others,Monthly rent transfer,True,2025-05-19 00:16:36,1347.55
297150,2,2025-08-02 06:03:53,Others,Recharge and utilities,True,2025-08-05 06:03:53,4203.73
919807,6,2025-02-24 12:33:08,Self,Grocery shopping,True,2025-02-24 12:33:08,200.34
435394,5,2025-05-15 20:19:33,Uber/Rapido,Gift purchase,True,2025-05-18 20:19:33,676.77
485296,1,2025-05-05 09:50:25,Flat,Gift purchase,True,2025-05-06 09:50:25,2839.68
763771,4,2025-08-28 03:12:04,Others,Weekend movie,True,2025-08-29 03:12:04,1832.06
428280,7,2025-02-26 07:42:21,Others,Weekend movie,True,2025-02-26 07:42:21,3605.13
480989,3,2025-01-18 19:57:21,Self,Online subscription renewal,True,2025-01-22 19:57:21,3902.24
677426,7,2025-03-05 22:58:30,Others,Gift purchase,True,2025-03-09 22:58:30,346.17
253021,1,2025-04-06 15:54:09,Others,Cab to office,True,2025-04-09 15:54:09,94.53
980421,4,2025-06-28 17:42:08,Cafeteria,Weekend movie,True,2025-06-29 17:42:08,448.51
318574,3,2025-07-25 17:30:27,Uber/Rapido,Monthly rent transfer,True,2025-07-30 17:30:27,3898.34
612140,2,2025-07-22 03:34:43,Self,Cab to office,True,2025-07-24 03:34:43,4168.31
368030,1,2025-04-03 04:01:06,Uber/Rapido,Grocery shopping,True,2025-04-08 04:01:06,1277.59
835340,3,2025-04-12 21:37:52,Flat,Online subscription renewal,True,2025-04-13 21:37:52,4396.24
883264,4,2025-03-04 04:40:33,Flat,Gift purchase,True,2025-03-08 04:40:33,1044.84
315905,9,2025-07-23 20:32:46,Uber/Rapido,Online subscription renewal,True,2025-07-24 20:32:46,4634.91
829127,9,2025-10-15 11:11:38,Uber/Rapido,Snacks with friends,True,2025-10-15 11:11:38,1629.39
944773,5,2025-03-16 10:39:23,Flat,Grocery shopping,True,2025-03-17 10:39:23,2893.99
984837,8,2025-03-14 07:40:41,Uber/Rapido,Flat maintenance charges,True,2025-03-18 07:40:41,2091.3
873166,3,2025-04-14 21:05:41,Self,Gift purchase,True,2025-04-19 21:05:41,1926.07
740818,9,2025-09-13 01:04:55,Uber/Rapido,Monthly rent transfer,True,2025-09-15 01:04:55,4111.89
798456,4,2025-09-21 16:29:14,Self,Paid for lunch,True,2025-09-21 16:29:14,1507.24
766933,9,2025-06-04 17:43:05,Cafeteria,Monthly rent transfer,True,2025-06-08 17:43:05,1775.63
887314,4,2025-04-29 12:31:33,Flat,Recharge and utilities,True,2025-05-01 12:31:33,4743.35
623819,7,2025-07-29 19:09:31,Self,Gift purchase,True,2025-07-30 19:09:31,3087.19
177567,4,2025-06-30 20:47:04,Others,Paid for lunch,True,2025-07-04 20:47:04,2429.41
907907,1,2025-09-19 07:50:44,Cafeteria,Weekend movie,True,2025-09-19 07:50:44,3037.83
617271,4,2025-10-26 12:42:04,Self,Snacks with friends,True,2025-10-27 12:42:04,4838.48
402534,6,2025-08-31 08:57:40,Uber/Rapido,Gift purchase,True,2025-09-01 08:57:40,1503.47
434805,2,2025-03-11 01:26:17,Flat,Paid for lunch,True,2025-03-15 01:26:17,958.39
424444,4,2025-06-15 11:12:19,Uber/Rapido,Paid for lunch,True,2025-06-15 11:12:19,3672.15
887843,8,2025-08-05 09:23:12,Flat,Recharge and utilities,True,2025-08-06 09:23:12,3377.26
165864,2,2025-10-07 09:37:57,Others,Monthly rent transfer,True,2025-10-07 09:37:57,1344.69
959939,4,2025-02-01 12:30:28,Flat,Paid for lunch,True,2025-02-01 12:30:28,2888.83
309811,5,2025-01-08 11:30:38,Flat,Monthly rent transfer,True,2025-01-08 11:30:38,1076.33
158302,3,2025-09-29 10:12:07,Uber/Rapido,Fuel refill,True,2025-10-02 10:12:07,4196.4
113603,10,2025-06-14 02:44:20,Flat,Recharge and utilities,True,2025-06-19 02:44:20,408.43
244249,9,2025-04-19 04:08:54,Others,Monthly rent transfer,True,2025-04-24 04:08:54,2307.69
910144,3,2025-02-03 23:17:16,Flat,Fuel refill,True,2025-02-08 23:17:16,3490.56
430091,8,2025-03-09 06:21:12,Self,Snacks with friends,True,2025-03-09 06:21:12,1621.73
272885,3,2025-05-19 04:58:07,Self,Gift purchase,True,2025-05-19 04:58:07,1314.76
289227,2,2025-08-24 04:24:55,Flat,Flat maintenance charges,True,2025-08-26 04:24:55,4005.07
381611,1,2025-02-28 06:55:06,Others,Gift purchase,True,2025-03-05 06:55:06,947.2
405163,5,2025-10-08 11:01:31,Others,Cab to office,True,2025-10-11 11:01:31,650.8
922093,6,2025-01-01 15:17:50,Uber/Rapido,Gift purchase,True,2025-01-03 15:17:50,4915.43
815965,6,2025-07-28 06:58:35,Flat,Weekend movie,True,2025-07-28 06:58:35,3045.62
706686,7,2025-08-01 00:24:29,Uber/Rapido,Paid for lunch,True,2025-08-05 00:24:29,3561.58
555983,8,2025-01-31 09:44:34,Uber/Rapido,Paid for lunch,True,2025-02-02 09:44:34,1187.74
778923,4,2025-07-23 16:27:36,Flat,Grocery shopping,True,2025-07-27 16:27:36,4275.22
133166,8,2025-04-05 11:00:59,Flat,Fuel refill,True,2025-04-10 11:00:59,1257.11
189736,3,2025-04-15 12:21:46,Cafeteria,Gift purchase,True,2025-04-20 12:21:46,4665.85
240579,3,2025-07-16 04:16:56,Cafeteria,Cab to office,True,2025-07-18 04:16:56,4357.84
189044,3,2025-04-15 07:07:56,Cafeteria,Cab to office,True,2025-04-18 07:07:56,2956.0
890898,8,2025-10-06 19:02:29,Others,Grocery shopping,True,2025-10-11 19:02:29,2293.3
301512,3,2025-05-02 02:39:42,Self,Weekend movie,True,2025-05-07 02:39:42,1066.66
826331,2,2025-07-19 23:50:10,Cafeteria,Monthly rent transfer,True,2025-07-23 23:50:10,2174.4
588023,7,2025-10-08 16:53:46,Flat,Snacks with friends,True,2025-10-08 16:53:46,2342.21
730777,3,2025-05-05 22:41:24,Flat,Cab to office,True,2025-05-09 22:41:24,2175.19
378428,7,2025-06-06 05:14:08,Flat,Monthly rent transfer,True,2025-06-11 05:14:08,948.44
615402,10,2025-08-11 22:53:39,Uber/Rapido,Weekend movie,True,2025-08-15 22:53:39,3205.61
565498,3,2025-10-03 01:50:40,Cafeteria,Cab to office,True,2025-10-08 01:50:40,3013.68
535131,3,2025-06-21 13:55:27,Flat,Grocery shopping,True,2025-06-23 13:55:27,51.34
692785,6,2025-04-18 09:53:55,Cafeteria,Monthly rent transfer,True,2025-04-20 09:53:55,3874.13
690726,3,2025-09-22 07:24:37,Self,Flat maintenance charges,True,2025-09-23 07:24:37,4275.22
528131,2,2025-10-20 07:19:11,Flat,Gift purchase,True,2025-10-20 07:19:11,129.97
663724,3,2025-08-03 10:05:12,Others,Paid for lunch,True,2025-08-04 10:05:12,1216.29
874115,2,2025-10-04 13:00:25,Uber/Rapido,Grocery shopping,True,2025-10-06 13:00:25,4681.02
743835,5,2025-05-07 08:40:13,Uber/Rapido,Grocery shopping,True,2025-05-09 08:40:13,1229.94
278245,8,2025-07-09 13:48:08,Flat,Fuel refill,True,2025-07-09 13:48:08,229.62
989579,10,2025-03-26 06:26:30,Cafeteria,Flat maintenance charges,True,2025-03-31 06:26:30,4078.32
959168,3,2025-07-22 19:16:19,Cafeteria,Grocery shopping,True,2025-07-22 19:16:19,2841.51
409105,1,2025-01-13 19:39:30,Others,Flat maintenance charges,True,2025-01-16 19:39:30,169.16
989968,6,2025-01-19 19:34:04,Others,Recharge and utilities,True,2025-01-19 19:34:04,283.76
856629,5,2025-04-15 06:04:33,Flat,Fuel refill,True,2025-04-15 06:04:33,2465.02
796835,2,2025-09-07 05:30:56,Flat,Grocery shopping,True,2025-09-09 05:30:56,2693.03
957624,2,2025-08-10 16:43:22,Flat,Flat maintenance charges,True,2025-08-11 16:43:22,3053.88
511722,3,2025-07-24 20:29:22,Others,Grocery shopping,True,2025-07-24 20:29:22,2876.78
456790,8,2025-09-19 04:27:56,Flat,Paid for lunch,True,2025-09-23 04:27:56,4190.31
174728,10,2025-06-07 21:59:22,Uber/Rapido,Snacks with friends,True,2025-06-10 21:59:22,1672.51
876382,7,2025-06-15 19:51:51,Cafeteria,Fuel refill,True,2025-06-19 19:51:51,4629.82
534293,4,2025-02-18 03:38:03,Uber/Rapido,Online subscription renewal,True,2025-02-19 03:38:03,4016.37
202944,1,2025-10-13 06:53:42,Flat,Flat maintenance charges,True,2025-10-14 06:53:42,4313.26
907164,5,2025-07-16 01:52:01,Uber/Rapido,Snacks with friends,True,2025-07-21 01:52:01,2566.57
889059,10,2025-09-23 19:52:24,Flat,Paid for lunch,True,2025-09-26 19:52:24,4355.25
695997,2,2025-05-23 16:22:56,Others,Snacks with friends,True,2025-05-25 16:22:56,1889.98
520751,1,2025-02-23 19:52:50,Uber/Rapido,Snacks with friends,True,2025-02-23 19:52:50,1615.09
679776,9,2025-01-05 02:04:29,Cafeteria,Flat maintenance charges,True,2025-01-10 02:04:29,2255.72
717441,3,2025-08-20 16:09:04,Others,Cab to office,True,2025-08-22 16:09:04,683.42
945453,3,2025-01-20 20:06:46,Uber/Rapido,Snacks with friends,True,2025-01-25 20:06:46,1263.72
634968,8,2025-03-05 00:34:33,Cafeteria,Fuel refill,True,2025-03-10 00:34:33,3823.99
326584,4,2025-08-31 10:42:27,Uber/Rapido,Paid for lunch,True,2025-08-31 10:42:27,1722.3
403798,6,2025-02-24 02:08:58,Cafeteria,Recharge and utilities,True,2025-02-26 02:08:58,1361.47
613426,3,2025-03-30 11:28:46,Others,Weekend movie,True,2025-04-04 11:28:46,1684.01
603000,7,2025-01-29 19:17:54,Flat,Grocery shopping,True,2025-02-01 19:17:54,798.86
506058,10,2025-03-26 17:47:09,Flat,Recharge and utilities,True,2025-03-28 17:47:09,676.72
507563,8,2025-06-20 20:26:17,Uber/Rapido,Monthly rent transfer,True,2025-06-25 20:26:17,1117.07
797915,2,2025-02-17 21:31:01,Flat,Monthly rent transfer,True,2025-02-19 21:31:01,1233.02
